geonameid,sciiname,countrycode,fclass,fcode,latitude,longitude,moddate,name,population
4359245,Israel Creek Cemetery,US,S,CMTY,39.49343,-77.33137,,Israel Creek Cemetery,0
4360934,Loch Haven Park,US,L,PRK,38.91845,-76.53524,,Loch Haven Park,0
4362693,Montebello Waste Water Lake Dam,US,S,DAM,39.33677,-76.58302,,Montebello Waste Water Lake Dam,0
4362894,Mount Airy Shopping Center,US,S,MALL,39.36566,-77.16082,,Mount Airy Shopping Center,0
4363551,Neavitt Park,US,L,PRK,38.7279,-76.28884,,Neavitt Park,0
4356910,Greenleaf,US,P,PPL,39.49538,-76.9597,,Greenleaf,0
4360073,Knoxville,US,P,PPL,39.32705,-77.66416,,Knoxville,0
4360414,Laurel Valley,US,P,PPL,39.48622,-76.31218,,Laurel Valley,0
4356529,Grace Baptist Church,US,S,CH,39.15733,-76.5183,,Grace Baptist Church,0
4360398,Laurel Presbyterian Church,US,S,CH,39.10483,-76.87331,,Laurel Presbyterian Church,0
4360859,Little North East Creek,US,H,STM,39.61039,-75.93689,,Little North East Creek,0
4363894,North Deen,US,P,PPLX,39.51372,-76.15356,,North Deen,0
4364386,Old Coney Cemetery,US,S,CMTY,39.70564,-78.87141,,Old Coney Cemetery,0
4355929,Garfield Manor,US,P,PPL,39.24316,-77.18193,,Garfield Manor,0
4357467,Harmony Brethren Cemetery,US,S,CMTY,39.49455,-77.53665,,Harmony Brethren Cemetery,0
4360883,Little Seneca Creek,US,H,STM,39.14344,-77.33915,,Little Seneca Creek,0
4358755,Huntingfields Manor,US,P,PPL,38.58429,-76.62496,,Huntingfields Manor,0
4360447,Layhill South,US,P,PPL,39.069,-77.04276,,Layhill South,0
4355750,Front Creek,US,H,STM,38.7304,-76.34078,,Front Creek,0
4355868,Galestown Millpond,US,H,RSV,38.56762,-75.71382,,Galestown Millpond,0
4361766,Marshy Point,US,T,CAPE,38.90845,-76.46774,,Marshy Point,0
4364518,Olive School (historical),US,S,SCH,39.3276,-77.58443,,Olive School (historical),0
4358251,Holland Hills Park Church,US,S,CH,39.33372,-76.52274,,Holland Hills Park Church,0
4359197,Irons Mountain,US,T,MT,39.62676,-78.70891,,Irons Mountain,0
4356918,Greenmount United Brethren in Christ Church (historical),US,S,CH,39.62927,-76.86081,,Greenmount United Brethren in Christ Church (historical),0
4364366,Okahanikan Point,US,T,CAPE,38.19235,-76.08744,,Okahanikan Point,0
4365489,Pinel Clinic Hospital,US,S,HSP,39.2565,-76.79525,,Pinel Clinic Hospital,0
4356626,Grantsville Volunteer Fire Department,US,S,BLDG,39.69675,-79.40782,,Grantsville Volunteer Fire Department,0
4356772,Green Glade,US,P,PPL,39.47398,-79.26476,,Green Glade,0
4357189,Hall Creek,US,H,STM,38.08485,-75.78965,,Hall Creek,0
4363388,Mullins Park,US,L,PRK,39.514,-76.14023,,Mullins Park,0
4359335,James Rumsey Bridge,US,S,BDG,39.43649,-77.80138,,James Rumsey Bridge,0
4356256,Glendale,US,P,PPL,39.37983,-76.58552,,Glendale,0
4358807,Hutchins Choice,US,P,PPL,38.70567,-76.60524,,Hutchins Choice,0
4365535,Piney Grove Estates,US,P,PPL,38.66678,-75.85466,,Piney Grove Estates,0
4361130,Long Cove Estates,US,P,PPL,38.4529,-76.58301,,Long Cove Estates,0
4364001,North Salisbury Elementary School,US,S,SCH,38.37872,-75.59248,,North Salisbury Elementary School,0
4362499,Mill Run,US,P,PPL,38.88928,-75.96188,,Mill Run,0
4358193,Hog Island,US,T,ISL,38.5804,-77.18276,,Hog Island,0
4362037,McCoys Ferry Campground,US,S,CMP,39.60787,-77.96944,,McCoys Ferry Campground,0
4365448,Pine Knob,US,T,MT,39.5426,-77.59666,,Pine Knob,0
4357325,Hancocks Resolution Park,US,L,PRK,39.13483,-76.4469,,Hancocks Resolution Park,0
"4357047,Guilford Industrial Center,US,S,"""",39.17372,-76.83858,,Guilford Industrial Center,0"
4361998,Mayeski Park,US,L,PRK,39.44649,-77.04331,,Mayeski Park,0
4361644,Marbella,US,P,PPL,38.65234,-76.89108,,Marbella,0
4361802,Martins Additions,US,P,PPL,38.97928,-77.06942,,Martins Additions,933
4364812,Pallottine Mission Home (historical),US,S,BLDG,39.17344,-76.80164,,Pallottine Mission Home (historical),0
4359279,Jacks Creek,US,H,CHN,38.42596,-76.25911,,Jacks Creek,0
4357013,Grove Cemetery,US,S,CMTY,39.50622,-76.16106,,Grove Cemetery,0
4363406,Murphy Airport,US,S,AIRP,38.0879,-75.66409,,Murphy Airport,0
4358005,Highland Cemetery,US,S,CMTY,39.52093,-77.51749,,Highland Cemetery,0
4360578,Lewis Landing,US,P,PPL,38.41401,-75.85104,,Lewis Landing,0
4363591,Nelson Point,US,T,CAPE,38.70956,-76.27161,,Nelson Point,0
4360292,Landover Park,US,P,PPL,38.92511,-76.91247,,Landover Park,0
4362203,Melody Acres,US,P,PPL,38.49318,-76.78163,,Melody Acres,0
4363585,Nelson,US,P,PPL,37.96929,-75.84854,,Nelson,0
4359457,Jewish Heritage Center,US,S,BLDG,39.29011,-76.60108,,Jewish Heritage Center,0
4363109,Sinai Hospital,US,S,HSP,39.35261,-76.66212,,Sinai Hospital,0
4365513,Piney Cove,US,H,BAY,39.04344,-76.17467,,Piney Cove,0
4360030,Klee Mill,US,P,PPL,39.46621,-76.9697,,Klee Mill,0
4362916,Mount Calvary Christian Church,US,S,CH,39.30233,-76.59163,,Mount Calvary Christian Church,0
4356149,Glade Run,US,H,STM,39.30121,-79.32532,,Glade Run,0
4356891,Greenfield Acres,US,P,PPL,39.66872,-76.06828,,Greenfield Acres,0
4359551,Johnson Wildlife Management Area,US,L,PRK,38.30401,-75.4952,,Johnson Wildlife Management Area,0
4365430,Pine Grove Church,US,S,CH,39.50398,-79.40476,,Pine Grove Church,0
4362523,Miller Creek,US,H,STM,39.074,-76.09772,,Miller Creek,0
4362104,Meade Heights Elementary School,US,S,SCH,39.11629,-76.72089,,Meade Heights Elementary School,0
4363939,North Grays Creek Bog,US,H,SWMP,39.09594,-76.47024,,North Grays Creek Bog,0
4363314,Mountview,US,P,PPL,39.31816,-76.94053,,Mountview,0
4365157,Peggys Gut,US,H,STM,37.99179,-75.74799,,Peggys Gut,0
4364104,Norwood Estates,US,P,PPL,39.114,-77.01442,,Norwood Estates,0
"4357102,Gunpowder Rifle Range,US,S,"""",39.43205,-76.50663,,Gunpowder Rifle Range,0"
4358004,Highland Cemetery,US,S,CMTY,39.42038,-77.01137,,Highland Cemetery,0
4359893,King Farm,US,S,FRM,39.22205,-77.24165,,King Farm,0
4360686,Linden Estates,US,P,PPL,39.64871,-77.02609,,Linden Estates,0
4358765,Huntington Neighborhood Center,US,S,BLDG,38.60873,-76.89803,,Huntington Neighborhood Center,0
4362777,Moonglow Manor,US,P,PPL,38.30817,-75.60937,,Moonglow Manor,0
4360431,Lawrence Hill,US,P,PPL,39.38205,-76.44996,,Lawrence Hill,0
4361927,Massey Creek,US,H,STM,37.93624,-75.83049,,Massey Creek,0
4356740,Greater Baltimore Medical Center,US,S,HSP,39.39076,-76.62467,,Greater Baltimore Medical Center,0
4360668,Lincoln High School (historical),US,S,SCH,39.40788,-77.41526,,Lincoln High School (historical),0
4360961,Lock 15,US,S,DAM,38.98928,-77.24415,,Lock 15,0
4364870,Park Hall-Lexington Park Airport,US,S,AIRP,38.2254,-76.44884,,Park Hall-Lexington Park Airport,0
4359443,Jessica Brook,US,H,STM,38.8915,-76.57746,,Jessica Brook,0
4361385,Lyford Landing,US,P,PPL,38.84428,-75.86688,,Lyford Landing,0
4363587,Negro Mountain Cemetery,US,S,CMTY,39.66981,-79.2117,,Negro Mountain Cemetery,0
4356029,Georgia Avenue Baptist Church,US,S,CH,39.06316,-77.05414,,Georgia Avenue Baptist Church,0
4357913,Hickory Point,US,T,CAPE,38.2679,-76.17272,,Hickory Point,0
4364463,Old Road Bay,US,H,BAY,39.21316,-76.45329,,Old Road Bay,0
4364582,Orchard Lakes,US,P,PPL,39.53427,-76.48302,,Orchard Lakes,0
4358772,Huntingtown,US,P,PPL,38.61595,-76.61302,,Huntingtown,2587
4362427,Miles River Neck,US,T,CAPE,38.81178,-76.16161,,Miles River Neck,0
4364164,Oak Grove,US,P,PPL,39.06817,-76.52885,,Oak Grove,0
4355833,Furnace Hills,US,P,PPLX,39.57649,-77.01637,,Furnace Hills,0
4362650,Monie Marsh,US,H,SWMP,38.21707,-75.81826,,Monie Marsh,0
4364593,Orchard Ridge Cemetery,US,S,CMTY,39.68593,-78.08389,,Orchard Ridge Cemetery,0
4361220,Longmeadow Church,US,S,CH,39.68204,-77.68749,,Longmeadow Church,0
4359959,Kings Valley,US,P,PPL,39.26872,-77.23498,,Kings Valley,0
4361177,Long Point,US,T,CAPE,38.41623,-76.25883,,Long Point,0
4362589,Miners Ridge,US,P,PPL,39.44149,-76.93303,,Miners Ridge,0
4355607,Frederick Heights,US,P,PPLX,39.4126,-77.44526,,Frederick Heights,0
4360287,Landover,US,P,PPL,38.934,-76.89664,,Landover,23078
4364123,Nottingham,US,P,PPL,39.364,-76.45218,,Nottingham,0
4356782,Green Hill Creek,US,H,STM,38.31012,-75.75965,,Green Hill Creek,0
4359281,Jacks Hole,US,H,STM,39.68816,-76.37329,,Jacks Hole,0
4355604,Frederick Evangelical Lutheran Church,US,S,CH,39.41566,-77.40943,,Frederick Evangelical Lutheran Church,0
4359606,Joppa Acres,US,P,PPL,39.45011,-76.36329,,Joppa Acres,0
4360316,Langley Park Shopping Center,US,S,MALL,38.98955,-76.98609,,Langley Park Shopping Center,0
4362511,Millard Tyding Memorial Park,US,L,PRK,39.53817,-76.09051,,Millard Tyding Memorial Park,0
4357627,Havre de Grace Middle School,US,S,SCH,39.54432,-76.10195,,Havre de Grace Middle School,0
4363779,Point No Point,US,T,CAPE,38.4329,-75.8291,,Point No Point,0
4359898,King-Kennedy Estates,US,P,PPL,38.38707,-76.66857,,King-Kennedy Estates,0
4361399,Lyndon Hill Elementary School,US,S,SCH,38.88539,-76.90331,,Lyndon Hill Elementary School,0
4358142,Hillsmere Elementary School,US,S,SCH,38.9434,-76.4862,,Hillsmere Elementary School,0
4364154,Oak Acres,US,P,PPL,39.40621,-77.32304,,Oak Acres,0
4364016,North Woodridge,US,P,PPL,38.94511,-76.97331,,North Woodridge,0
4363192,Mount Washington Elementary School,US,S,SCH,39.3663,-76.65416,,Mount Washington Elementary School,0
4358997,Interchange 10,US,R,RDJCT,39.09483,-76.62691,,Interchange 10,0
4357216,Hambleton,US,P,PPL,38.95678,-76.58885,,Hambleton,0
4360016,Kirkwood,US,P,PPL,38.95956,-76.96831,,Kirkwood,0
4359346,Jane Berrys Run,US,H,STM,38.51151,-77.15053,,Jane Berrys Run,0
4358493,Hope Meadows,US,P,PPL,39.58733,-76.6658,,Hope Meadows,0
4364078,Northwest Police Station,US,S,BLDG,39.34483,-76.6858,,Northwest Police Station,0
4364405,Old Forge Bridge,US,S,BDG,39.09594,-76.76553,,Old Forge Bridge,0
4364746,Oxford Cemetery,US,S,CMTY,38.68928,-76.15967,,Oxford Cemetery,0
4359240,Isle of Wight Shoal,US,T,BAR,38.37484,-74.92462,,Isle of Wight Shoal,0
4361389,Lynch Cove,US,H,BAY,39.25455,-76.49052,,Lynch Cove,0
4363915,North East United Methodist Church,US,S,CH,39.59678,-75.94133,,North East United Methodist Church,0
4358919,Indian Head Church of the Nazarene,US,S,CH,38.59734,-77.16526,,Indian Head Church of the Nazarene,0
4356551,Grace Evangelical Lutheran Church,US,S,CH,39.53371,-77.31498,,Grace Evangelical Lutheran Church,0
4360430,Lawrence,US,P,PPL,39.47455,-77.46276,,Lawrence,0
"4361143,Long Green Station,US,S,"""",39.46983,-76.49219,,Long Green Station,0"
4363096,Mount Pleasant Church,US,S,CH,39.22178,-75.91272,,Mount Pleasant Church,0
4363972,North Ocean Pines,US,P,PPL,38.39011,-75.16908,,North Ocean Pines,0
4361310,Lower Cedar Point,US,T,CAPE,38.3429,-76.97664,,Lower Cedar Point,0
4363454,Nabbs Creek,US,H,BAY,39.1636,-76.5411,,Nabbs Creek,0
4357992,Highfield Creek,US,H,STM,38.969,-75.94688,,Highfield Creek,0
4361542,Manadier,US,P,PPL,38.71317,-76.04438,,Manadier,0
4362917,Mount Calvary Methodist Church,US,S,CH,38.82095,-76.66302,,Mount Calvary Methodist Church,0
4359931,Kings Court Shopping Center,US,S,MALL,39.35594,-76.46218,,Kings Court Shopping Center,0
4365497,Pinesburg Baptist Church,US,S,CH,39.6301,-77.86083,,Pinesburg Baptist Church,0
4358650,Huber Memorial United Church of Christ,US,S,CH,39.32427,-76.59386,,Huber Memorial United Church of Christ,0
4359528,Johns Hopkins University,US,S,SCH,39.32898,-76.62057,,Johns Hopkins University,0
4359788,Kent Estates,US,P,PPL,39.70843,-77.76888,,Kent Estates,0
4361374,Lutheran Cemetery,US,S,CMTY,39.66288,-76.87664,,Lutheran Cemetery,0
4357257,Hammond High School,US,S,SCH,39.16714,-76.86027,,Hammond High School,0
4364758,Oxon Hill Branch Prince George's County Memorial Library,US,S,LIBR,38.80345,-76.98359,,Oxon Hill Branch Prince George's County Memorial Library,0
4361169,Long Point,US,T,CAPE,38.91317,-76.50718,,Long Point,0
4360588,Lewistown Elementary School,US,S,SCH,39.53982,-77.41588,,Lewistown Elementary School,0
4364342,Odenton Branch Library,US,S,LIBR,39.08178,-76.69469,,Odenton Branch Library,0
4359658,Julia Brown Montessori School,US,S,SCH,39.20262,-76.84944,,Julia Brown Montessori School,0
4357894,Hickory,US,P,PPL,39.57872,-76.34524,,Hickory,0
4362539,Millers Run,US,H,STM,39.45232,-79.40866,,Millers Run,0
4360225,Lakeland,US,P,PPL,39.07928,-76.59802,,Lakeland,0
4363080,Mount Pleasant Cemetery,US,S,CMTY,39.68509,-78.70002,,Mount Pleasant Cemetery,0
4364447,Old Mill Middle School South,US,S,SCH,39.12321,-76.62668,,Old Mill Middle School South,0
4361078,Log Town (historical),US,P,PPLQ,39.13677,-77.1947,,Log Town (historical),0
4361984,Mayberry Ridge,US,P,PPL,39.62816,-77.10859,,Mayberry Ridge,0
4357741,Helen Estates,US,P,PPL,38.38985,-76.71802,,Helen Estates,0
4360559,Leonardtown Square Shopping Center,US,S,MALL,38.29679,-76.63579,,Leonardtown Square Shopping Center,0
4363958,North Kaywood,US,P,PPL,38.36067,-75.54548,,North Kaywood,0
4363214,Mount Zion Baptist Church,US,S,CH,38.17262,-75.40131,,Mount Zion Baptist Church,0
4362985,Mount Hermon United Methodist Church,US,S,CH,38.35345,-75.52603,,Mount Hermon United Methodist Church,0
4357679,Haysfield Airport,US,S,AIRF,39.23752,-76.94604,,Haysfield Airport,0
4355983,Gayfields,US,P,PPL,39.10677,-77.0372,,Gayfields,0
4360993,Lock 61,US,S,DAM,39.59148,-78.4414,,Lock 61,0
4363206,Mount Zion,US,P,PPL,39.18483,-77.10081,,Mount Zion,0
4358598,Howard County,US,A,ADM2,39.25072,-76.93119,,Howard County,287085
4359112,Interchange 48,US,R,RDJCT,39.42871,-77.4886,,Interchange 48,0
4359770,Kensington Post Office,US,S,PO,39.02567,-77.06914,,Kensington Post Office,0
4365417,Pine Bluff Sanitarium,US,S,HSP,38.34345,-75.62687,,Pine Bluff Sanitarium,0
4355683,Fridinger Estates,US,P,PPL,39.6551,-76.92942,,Fridinger Estates,0
4358573,Horseshoe Point,US,T,CAPE,38.1954,-76.44829,,Horseshoe Point,0
4364207,Oak Terrace Trailer Park,US,P,PPL,38.46845,-75.76354,,Oak Terrace Trailer Park,0
4356255,Glencoe Manor,US,P,PPL,39.54344,-76.6458,,Glencoe Manor,0
4356081,Gibson Island,US,T,ISL,39.07817,-76.4319,,Gibson Island,0
4362737,Montgomery Knolls Elementary School,US,S,SCH,39.00587,-76.9935,,Montgomery Knolls Elementary School,0
4361489,Magothy Estates,US,P,PPL,39.06567,-76.51357,,Magothy Estates,0
"4362663,Monocacy Aqueduct,US,S,"""",39.22399,-77.45193,,Monocacy Aqueduct,0"
4363484,Nanticoke United Methodist Church,US,S,CH,38.27012,-75.9066,,Nanticoke United Methodist Church,0
4365001,Pasture Run,US,H,STM,38.8965,-76.53968,,Pasture Run,0
4359461,Jimson Weed Marsh,US,H,SWMP,38.25623,-76.08633,,Jimson Weed Marsh,0
4357978,High Point Estates,US,P,PPL,39.57927,-76.42468,,High Point Estates,0
4363606,New Birmingham Manor,US,P,PPL,39.10594,-76.9147,,New Birmingham Manor,0
4364809,Pall Mall Playground,US,L,PRK,39.34288,-76.6658,,Pall Mall Playground,0
4363727,Newport Bay,US,H,BAY,38.23373,-75.21491,,Newport Bay,0
4357093,Gunpowder Estates,US,P,PPL,39.41955,-76.44552,,Gunpowder Estates,0
4356953,Greensboro,US,P,PPL,38.97372,-75.80493,,Greensboro,1931
4362343,Middle Run,US,H,STM,39.38566,-77.08748,,Middle Run,0
4361056,Locust Point Marsh,US,H,SWMP,38.88095,-76.52319,,Locust Point Marsh,0
4360756,Little Antietam Creek,US,H,STM,39.48399,-77.71583,,Little Antietam Creek,0
4357226,Hamburg Lookout Tower,US,S,TOWR,39.5101,-77.4761,,Hamburg Lookout Tower,0
4359829,Kerby Hill,US,P,PPL,38.78039,-77.0022,,Kerby Hill,0
4360381,Laurel Chase Manor,US,P,PPL,39.52678,-75.93855,,Laurel Chase Manor,0
4359549,Johnson School (historical),US,S,SCH,39.59317,-75.86383,,Johnson School (historical),0
4360123,Laceys Venture,US,P,PPL,38.28263,-76.56468,,Laceys Venture,0
4361467,Madonna Hills,US,P,PPL,39.66205,-76.48996,,Madonna Hills,0
4361741,Mars Hill Church,US,S,CH,39.31511,-76.45607,,Mars Hill Church,0
4360691,Lindill Estates,US,P,PPL,39.52289,-76.35246,,Lindill Estates,0
4355632,Free School Point,US,T,CAPE,39.45456,-75.86466,,Free School Point,0
4363563,Neds Island,US,T,ISL,39.47206,-76.09412,,Neds Island,0
4362192,Meeting House Overlook,US,P,PPL,39.54649,-77.53165,,Meeting House Overlook,0
"4362573,Millers Sawmill,US,S,"""",39.43066,-77.76472,,Millers Sawmill,0"
4356676,Gray Rock,US,P,PPL,39.26899,-76.83553,,Gray Rock,0
4361554,Manchester Spring,US,H,SPNG,39.66066,-76.88442,,Manchester Spring,0
4357538,Harrison Ferry (historical),US,R,RDJCT,38.63095,-75.8191,,Harrison Ferry (historical),0
4361589,Manor Park,US,P,PPL,39.09733,-77.08276,,Manor Park,0
4361343,Loys Station Park,US,L,PRK,39.60899,-77.35137,,Loys Station Park,0
4361532,Mallard Point,US,P,PPL,38.90289,-76.34829,,Mallard Point,0
4361806,Martins Cove Farm,US,P,PPL,39.00428,-76.46996,,Martins Cove Farm,0
4358991,Interchange 1,US,R,RDJCT,39.18844,-76.6833,,Interchange 1,0
4361819,Marwood,US,P,PPL,39.1465,-76.59052,,Marwood,0
4360958,Lock 12,US,S,DAM,38.97238,-77.1778,,Lock 12,0
4361230,Longview Beach,US,P,PPL,38.29346,-76.80775,,Longview Beach,0
4361110,Long Beach Estates,US,P,PPL,39.31205,-76.39524,,Long Beach Estates,0
4357048,Guilford Manor,US,P,PPL,39.21733,-76.60969,,Guilford Manor,0
4362901,Mount Aviat Academy,US,S,SCH,39.65358,-75.85875,,Mount Aviat Academy,0
4358135,Hillside Chapel,US,S,CH,39.36038,-76.60469,,Hillside Chapel,0
"4362084,McKenzie Tower,US,S,"""",39.56592,-78.82724,,McKenzie Tower,0"
4363724,Newmarket,US,P,PPL,38.47373,-76.77441,,Newmarket,0
4359368,Jarrettsville Cemetery,US,S,CMTY,39.60844,-76.47746,,Jarrettsville Cemetery,0
"4361934,Massom,US,S,"""",38.23707,-76.39328,,Massom,0"
4358866,Immaculate Conception Catholic Church,US,S,CH,39.11456,-75.7491,,Immaculate Conception Catholic Church,0
4364432,Old Landen Point,US,T,CAPE,39.13511,-76.43996,,Old Landen Point,0
4356376,Goldstein Branch,US,H,STM,38.41901,-76.45717,,Goldstein Branch,0
4359155,Interchange 8,US,R,RDJCT,39.22511,-76.66191,,Interchange 8,0
4363165,Mount Union Cemetery,US,S,CMTY,39.59593,-77.17693,,Mount Union Cemetery,0
4358896,Independent Baptist Church,US,S,CH,39.22816,-76.60413,,Independent Baptist Church,0
4359516,Johnnycake Elementary School,US,S,SCH,39.29266,-76.73582,,Johnnycake Elementary School,0
4356721,Great Marsh Point,US,T,CAPE,38.34818,-75.96632,,Great Marsh Point,0
4358646,Hoyes United Methodist Church,US,S,CH,39.59064,-79.36837,,Hoyes United Methodist Church,0
4364353,Offutt Island,US,T,ISL,38.97428,-77.22276,,Offutt Island,0
4359486,John Poole Middle School,US,S,SCH,39.12677,-77.40943,,John Poole Middle School,0
4355954,Garrett Park Town Hall,US,S,BLDG,39.03455,-77.09553,,Garrett Park Town Hall,0
4356825,Green Run Bay,US,H,BAY,38.0804,-75.2213,,Green Run Bay,0
4359571,Jonas Green State Park,US,L,PRK,38.99594,-76.48413,,Jonas Green State Park,0
4362859,Morton Point,US,T,CAPE,39.37122,-75.83549,,Morton Point,0
4361510,Maiden Fair Trail,US,R,TRL,38.51373,-77.18359,,Maiden Fair Trail,0
4357082,Gunners Branch,US,H,STM,39.14594,-77.26776,,Gunners Branch,0
4364157,Oak Creek,US,H,BAY,38.74845,-76.17411,,Oak Creek,0
4357479,Harmony Grove Church,US,S,CH,39.4476,-76.99081,,Harmony Grove Church,0
4358383,Holy Family Roman Catholic Church,US,S,CH,38.92178,-76.62969,,Holy Family Roman Catholic Church,0
4355936,Garnett High School (historical),US,S,SCH,39.21317,-76.07022,,Garnett High School (historical),0
4359200,Ironsides,US,P,PPL,38.49179,-77.1597,,Ironsides,0
4355751,Frog Point,US,T,CAPE,38.2379,-75.94882,,Frog Point,0
4358356,Holter,US,P,PPL,39.39871,-77.5136,,Holter,0
4360696,Line Run,US,H,STM,39.71926,-78.44335,,Line Run,0
4355964,Garrison Ridge,US,P,PPL,39.41733,-76.7872,,Garrison Ridge,0
4356538,Grace Church,US,S,CH,38.24401,-75.7691,,Grace Church,0
4356060,Germantown Library,US,S,LIBR,39.17844,-77.26776,,Germantown Library,0
4359064,Interchange 29,US,R,RDJCT,39.40205,-76.56886,,Interchange 29,0
4363513,National Church of God,US,S,CH,38.38817,-75.61159,,National Church of God,0
4355656,Frenchtown,US,P,PPL,39.57539,-76.08162,,Frenchtown,0
4361863,Maryland Point,US,P,PPL,38.39762,-77.20498,,Maryland Point,0
4362866,Morris School (historical),US,S,SCH,38.32234,-75.70493,,Morris School (historical),0
4363657,New Market Elementary School,US,S,SCH,39.38432,-77.27569,,New Market Elementary School,0
4357401,Harford Baptist Church,US,S,CH,39.34594,-76.56719,,Harford Baptist Church,0
4360286,Landonville,US,P,PPL,38.09985,-75.80854,,Landonville,0
4365505,Piney Branch,US,H,STM,39.35677,-76.99637,,Piney Branch,0
4357207,Hall Cross Roads Elementary School,US,S,SCH,39.50567,-76.15523,,Hall Cross Roads Elementary School,0
4358971,Ingem Gut,US,H,STM,38.44067,-75.81716,,Ingem Gut,0
"4359897,King and Chappells Fishery,US,S,"""",39.56789,-75.95606,,King and Chappells Fishery,0"
4361342,Loys Station Covered Bridge,US,S,BDG,39.60899,-77.3511,,Loys Station Covered Bridge,0
4361683,Marion Burk Knott Auditorium,US,S,BLDG,39.68038,-77.3511,,Marion Burk Knott Auditorium,0
4358749,Hunting Ridge,US,P,PPL,39.29261,-76.70192,,Hunting Ridge,0
4357200,Hallmark,US,P,PPL,39.16955,-76.90275,,Hallmark,0
4357669,Hay Meadow Branch,US,H,STM,39.36316,-77.07498,,Hay Meadow Branch,0
4355971,Gareys (historical),US,P,PPLQ,38.92095,-75.75549,,Gareys (historical),0
4358721,Hunters Ridge,US,P,PPL,38.55373,-76.61301,,Hunters Ridge,0
4363231,Mount Zion Church,US,S,CH,39.09983,-75.78577,,Mount Zion Church,0
4360670,Lincoln Memorial Cemetery,US,S,CMTY,38.8565,-76.94747,,Lincoln Memorial Cemetery,0
4360220,Lake Whetstone,US,H,RSV,39.16844,-77.20804,,Lake Whetstone,0
4360064,Knotts Crossing,US,P,PPL,38.59429,-77.12164,,Knotts Crossing,0
4363780,Point No Point,US,T,CAPE,38.1379,-76.32106,,Point No Point,0
4364303,Oakwood Wesleyan Church,US,S,CH,39.14261,-76.61774,,Oakwood Wesleyan Church,0
4359717,Kelview,US,P,PPL,39.41621,-77.54138,,Kelview,0
4363440,Myersville Community Park,US,L,PRK,39.51343,-77.5661,,Myersville Community Park,0
4360448,Layhill Village,US,P,PPL,39.08428,-77.05137,,Layhill Village,0
"4360846,Little Millpond,US,S,"""",38.04234,-75.45964,,Little Millpond,0"
4363963,North Lake Park,US,L,PRK,38.38456,-75.60048,,North Lake Park,0
4357812,Heritage Cemetery,US,S,CMTY,39.52732,-77.03304,,Heritage Cemetery,0
4361153,Long Island (historical),US,T,ISL,39.71677,-76.23884,,Long Island (historical),0
4362940,Mount Carmel Church,US,S,CH,39.59316,-76.73497,,Mount Carmel Church,0
4361131,Long Creek,US,H,STM,39.52095,-75.82466,,Long Creek,0
4364431,Old John Wesley Cemetery,US,S,CMTY,38.68567,-76.13939,,Old John Wesley Cemetery,0
4360811,Little Flower School,US,S,SCH,38.23965,-76.507,,Little Flower School,0
4356314,Glenwood Country Club,US,S,RSRT,39.29455,-76.95942,,Glenwood Country Club,0
4365095,Pawpaw Point,US,T,CAPE,38.26402,-76.65441,,Pawpaw Point,0
"4356858,Greenbelt Metro Station,US,S,"""",39.0115,-76.91164,,Greenbelt Metro Station,0"
4359321,Jake Gut,US,H,STM,38.37373,-75.14407,,Jake Gut,0
"4364728,Owings Mills Commerce Center,US,S,"""",39.44233,-76.77414,,Owings Mills Commerce Center,0"
4362125,Meadow Mountain Run,US,H,STM,39.51509,-79.29004,,Meadow Mountain Run,0
4355659,Fresh Pond,US,H,LK,39.10801,-76.47347,,Fresh Pond,0
4363478,Nanticoke River,US,H,STM,38.23346,-75.92466,,Nanticoke River,0
4361099,Lone Oak,US,P,PPL,39.01983,-77.11803,,Lone Oak,0
"4364403,Old Fields Point Fishery,US,S,"""",39.51539,-75.90689,,Old Fields Point Fishery,0"
4355870,Galestown United Methodist Church,US,S,CH,38.56595,-75.71354,,Galestown United Methodist Church,0
4362220,Memorial Chapel of Our Lady,US,S,CH,39.3465,-76.62108,,Memorial Chapel of Our Lady,0
4362542,Millers United Methodist Church,US,S,CH,39.67038,-76.84914,,Millers United Methodist Church,0
4358806,Hustons Cemetery,US,S,CMTY,38.36623,-75.59187,,Hustons Cemetery,0
4362438,Milford Mill,US,P,PPL,39.34788,-76.76997,,Milford Mill,29042
4363250,Mount Zion Methodist Church,US,S,CH,39.51232,-77.56888,,Mount Zion Methodist Church,0
4362172,Mechanics Valley Post Office (historical),US,S,PO,39.63345,-75.92633,,Mechanics Valley Post Office (historical),0
4355944,Garrett County Memorial Hospital Heliport,US,S,AIRH,39.41315,-79.40116,,Garrett County Memorial Hospital Heliport,0
4361880,Maryland Veterans Cemetery,US,S,CMTY,39.06539,-76.59413,,Maryland Veterans Cemetery,0
4357951,Hiddenbrook Treatment Center,US,S,HSP,39.56594,-76.28912,,Hiddenbrook Treatment Center,0
4362187,Meekins Creek Marsh,US,H,SWMP,38.40068,-76.14827,,Meekins Creek Marsh,0
4361669,Marian Fathers Novititate,US,S,CH,39.17011,-77.05553,,Marian Fathers Novititate,0
4359620,Joppatowne Christian Church,US,S,CH,39.41039,-76.33663,,Joppatowne Christian Church,0
4361292,Lovely Lane Museum Library,US,S,LIBR,39.31455,-76.61552,,Lovely Lane Museum Library,0
4363602,New Addition,US,P,PPL,39.31843,-77.64638,,New Addition,0
