geonameid,sciiname,countrycode,fclass,fcode,latitude,longitude,moddate,name,population
4362995,Mount Hope Church,US,S,CH,38.79428,-76.92497,,Mount Hope Church,0
4365567,Piney Point,US,T,CAPE,39.04622,-76.18356,,Piney Point,0
4364569,Orangeville,US,P,PPL,39.29872,-76.54969,,Orangeville,0
4362205,Melrose,US,P,PPL,39.68982,-76.89776,,Melrose,0
4364296,Oakwood Elementary School,US,S,SCH,39.14408,-76.62804,,Oakwood Elementary School,0
4358499,Hopes Chapel Cemetery,US,S,CMTY,38.91567,-76.54829,,Hopes Chapel Cemetery,0
4356385,Good Hill,US,P,PPL,39.5601,-77.29082,,Good Hill,0
4357964,High Bridge Estates,US,P,PPL,38.98039,-76.77691,,High Bridge Estates,0
4356857,Greenbelt Lake Park,US,L,PRK,39.00483,-76.88803,,Greenbelt Lake Park,0
4357073,Gum Point,US,T,CAPE,39.43344,-76.2494,,Gum Point,0
4365122,Peach Point,US,T,CAPE,38.40845,-75.14796,,Peach Point,0
4355608,Frederick High School,US,S,SCH,39.4162,-77.42613,,Frederick High School,0
4356794,Green Marsh Point,US,T,CAPE,38.74873,-76.34217,,Green Marsh Point,0
4359570,Jomar Acres,US,P,PPL,38.72373,-76.9797,,Jomar Acres,0
4361571,Manokin Presbyterian Church,US,S,CH,38.20762,-75.69493,,Manokin Presbyterian Church,0
4358988,Inspiration Lake Dam,US,S,DAM,39.11677,-77.2397,,Inspiration Lake Dam,0
4361796,Martindale,US,P,PPL,39.139,-76.5958,,Martindale,0
4363470,Nannys Creek,US,H,STM,39.11122,-76.54302,,Nannys Creek,0
4362152,Meadowland,US,P,PPL,39.42844,-76.63719,,Meadowland,0
4358127,Hillsdale,US,P,PPL,39.58566,-76.91387,,Hillsdale,0
4362465,Mill Creek,US,H,STM,39.27761,-76.16801,,Mill Creek,0
4365541,Piney Island,US,T,ISL,38.10873,-75.92188,,Piney Island,0
4358112,Hills Bridge,US,S,BDG,38.81123,-76.71163,,Hills Bridge,0
4358423,Home Place,US,P,PPL,38.46262,-76.52079,,Home Place,0
4359339,James W Henderson Park,US,L,PRK,38.24596,-76.4844,,James W Henderson Park,0
"4363453,NOS Magnetic Observatory,US,S,"""",38.73512,-76.8458,,NOS Magnetic Observatory,0"
4360623,Liberty View Farms,US,P,PPL,39.48566,-76.88859,,Liberty View Farms,0
4356227,Glenmar United Methodist Church,US,S,CH,39.22566,-76.8022,,Glenmar United Methodist Church,0
4363914,North Fork Bens Branch,US,H,STM,39.4126,-77.23165,,North Fork Bens Branch,0
4364467,Old Saint Joseph Church,US,S,CH,38.91011,-76.01327,,Old Saint Joseph Church,0
4358584,Houghton Airport,US,S,AIRP,38.75845,-75.7916,,Houghton Airport,0
4357362,Happy Valley Campground,US,S,CMP,39.59372,-76.08273,,Happy Valley Campground,0
4357076,Gunbarrel Point,US,T,CAPE,38.12568,-76.03355,,Gunbarrel Point,0
4358160,Hilton Elementary School,US,S,SCH,39.31876,-76.67369,,Hilton Elementary School,0
4356888,Greene Tree,US,P,PPL,39.39066,-76.73386,,Greene Tree,0
4357989,High Bridge Elementary School,US,S,SCH,38.98517,-76.77193,,High Bridge Elementary School,0
4361027,Locust Cove,US,H,BAY,39.11789,-76.44274,,Locust Cove,0
4358708,Hunter Green,US,P,PPL,39.59705,-76.76498,,Hunter Green,0
4360905,Little Washington,US,P,PPL,38.854,-76.84775,,Little Washington,0
4357233,Hamilton Middle School,US,S,SCH,39.35002,-76.55437,,Hamilton Middle School,0
4362881,Mount Air,US,P,PPL,38.43568,-77.00636,,Mount Air,0
4357451,Harman Branch,US,H,STM,39.59121,-77.56082,,Harman Branch,0
4362719,Montgomery County Board of Elections,US,S,BLDG,39.08261,-77.11387,,Montgomery County Board of Elections,0
4365027,Patapsco United Methodist Church,US,S,CH,39.53955,-76.89165,,Patapsco United Methodist Church,0
4365556,Piney Neck Point,US,T,CAPE,38.894,-76.20356,,Piney Neck Point,0
4357352,Happy Hills Convalescent Home,US,S,HSP,39.36316,-76.6533,,Happy Hills Convalescent Home,0
4358704,Hunt Valley Inn Golf Course,US,S,RECG,39.50927,-76.60997,,Hunt Valley Inn Golf Course,0
4360665,Lincoln Elementary School,US,S,SCH,39.4079,-77.41476,,Lincoln Elementary School,0
4365261,Perrys Glade Run,US,H,STM,39.42732,-79.35365,,Perrys Glade Run,0
4361853,Maryland Mobile Estates,US,P,PPL,38.85818,-76.68244,,Maryland Mobile Estates,0
4362371,Middletown,US,P,PPL,38.60734,-76.97581,,Middletown,0
4361200,Long Pond,US,H,RSV,39.65454,-78.40779,,Long Pond,0
4357087,Gunners Point,US,T,CAPE,38.24512,-76.15022,,Gunners Point,0
4359170,Interchange 9,US,R,RDJCT,39.4426,-77.40387,,Interchange 9,0
4356384,Good Acres,US,P,PPL,39.68204,-77.69833,,Good Acres,0
4358786,Huntspring,US,P,PPL,39.42788,-76.66108,,Huntspring,0
4364004,North Shoal,US,T,BAR,38.98317,-76.42801,,North Shoal,0
4356979,Greystone Hills,US,P,PPLX,39.5126,-77.65777,,Greystone Hills,0
4357833,Hermanville,US,P,PPL,38.24707,-76.42912,,Hermanville,0
4361979,Maxwell Point,US,T,CAPE,39.35733,-76.32051,,Maxwell Point,0
4357928,Hidden Acres,US,P,PPL,39.12872,-76.23773,,Hidden Acres,0
4358125,Hillsboro United Methodist Church,US,S,CH,38.91678,-75.94244,,Hillsboro United Methodist Church,0
4357339,Hannover,US,P,PPL,39.39177,-77.44026,,Hannover,0
4359182,Inverness Elementary School,US,S,SCH,39.25955,-76.48941,,Inverness Elementary School,0
4356065,Germantown Elementary School,US,S,SCH,38.98383,-76.51367,,Germantown Elementary School,0
4357396,Hardship Branch,US,H,STM,38.1479,-75.43492,,Hardship Branch,0
4360129,Lafayette Square,US,L,PRK,39.29844,-76.63636,,Lafayette Square,0
4364237,Oakland Cemetery,US,S,CMTY,39.40926,-79.40254,,Oakland Cemetery,0
4357845,Heron Island Bar,US,T,BAR,38.21596,-76.72441,,Heron Island Bar,0
4361770,Marston,US,P,PPL,39.50788,-77.10026,,Marston,0
4356208,Glen Echo,US,P,PPL,38.969,-77.14248,,Glen Echo,255
4364133,Number 1 Mine,US,S,MN,39.62509,-79.19003,,Number 1 Mine,0
4362812,Morgan Christian Center,US,S,CH,39.34288,-76.58608,,Morgan Christian Center,0
4355738,Froelicher Hall,US,S,BLDG,39.40806,-76.59083,,Froelicher Hall,0
4360714,Linthicum Baptist Church,US,S,CH,39.19789,-76.65552,,Linthicum Baptist Church,0
4362875,Motters,US,P,PPL,39.65899,-77.33026,,Motters,0
4364067,Northside Plaza Shopping Center,US,S,MALL,39.61817,-75.83911,,Northside Plaza Shopping Center,0
4356503,Governor Run,US,H,STM,38.49929,-76.50273,,Governor Run,0
4361044,Locust Lodge Care Home,US,S,HSP,39.16511,-76.51385,,Locust Lodge Care Home,0
4363201,Mount Wilson State Hospital,US,S,HSP,39.38149,-76.7647,,Mount Wilson State Hospital,0
4359912,Kingdom Hall of Jehovahs Witnesses,US,S,CH,39.40038,-76.95331,,Kingdom Hall of Jehovahs Witnesses,0
4358791,Hurlock Creek,US,H,STM,38.43068,-75.95049,,Hurlock Creek,0
4357652,Hawlings River Regional Park,US,L,PRK,39.20177,-77.05248,,Hawlings River Regional Park,0
4358039,Highlandtown Branch Enoch Pratt Free Library,US,S,LIBR,39.28622,-76.56969,,Highlandtown Branch Enoch Pratt Free Library,0
4360771,Little Catoctin Creek,US,H,STM,39.30621,-77.58443,,Little Catoctin Creek,0
4361104,Long Bar,US,T,BAR,38.76373,-76.53857,,Long Bar,0
4356022,Georgetown Branch,US,H,STM,38.45428,-75.13852,,Georgetown Branch,0
4363933,North Gate,US,P,PPL,39.60011,-75.80216,,North Gate,0
4364536,Olne Acres Poultry Farm (historical),US,S,FRMQ,39.10039,-76.93998,,Olne Acres Poultry Farm (historical),0
4365531,Piney Grove (historical),US,P,PPLQ,38.25567,-75.44409,,Piney Grove (historical),0
4358614,Howard County Library - Savage Branch,US,S,LIBR,39.13261,-76.83581,,Howard County Library - Savage Branch,0
4363689,New Valley,US,P,PPL,39.65566,-76.13717,,New Valley,0
4358706,Hunt Valley Trade Center Shopping Center,US,S,MALL,39.49316,-76.64664,,Hunt Valley Trade Center Shopping Center,0
4355745,Frog Hollow Cove,US,H,BAY,39.63955,-76.72581,,Frog Hollow Cove,0
4363825,North Arundel Hospital Heliport,US,S,AIRH,39.13761,-76.6233,,North Arundel Hospital Heliport,0
4358900,Idlewild,US,P,PPLX,38.98761,-76.72608,,Idlewild,0
4364553,Omar (historical),US,P,PPLQ,39.06317,-76.59552,,Omar (historical),0
4363836,North Bel Air,US,P,PPLX,39.53983,-76.35496,,North Bel Air,33925
4355582,Frazier Neck,US,T,CAPE,38.71595,-75.98577,,Frazier Neck,0
4360742,Howard County Fire and Rescue Lisbon Volunteer Fire Station 4,US,S,BLDG,39.33573,-77.07464,,Howard County Fire and Rescue Lisbon Volunteer Fire Station 4,0
4363614,Never-Ending Spring,US,H,SPNG,39.31455,-76.81303,,Never-Ending Spring,0
4360925,Lloyd Point,US,T,CAPE,38.32985,-76.94108,,Lloyd Point,0
4364247,Oakland Mills Middle School,US,S,SCH,39.20733,-76.84358,,Oakland Mills Middle School,0
4357109,Gunston-Temple Church,US,S,CH,38.97872,-77.14331,,Gunston-Temple Church,0
4362690,Montebello Presbyterian Church,US,S,CH,39.32566,-76.58886,,Montebello Presbyterian Church,0
4364733,Owings Mills Post Office,US,S,PO,39.41233,-76.77886,,Owings Mills Post Office,0
4361102,Lone Pond,US,H,LK,38.10345,-75.2088,,Lone Pond,0
4355813,Fulton Hall,US,S,BLDG,38.34817,-75.60604,,Fulton Hall,0
4359537,Johnson Creek,US,H,STM,37.96735,-75.8141,,Johnson Creek,0
4358491,Hope Hill Cemetery,US,S,CMTY,39.32677,-77.38582,,Hope Hill Cemetery,0
4363926,North Gate Park,US,L,PRK,39.08816,-77.07414,,North Gate Park,0
4364244,Oakland Methodist Church,US,S,CH,38.81567,-76.54162,,Oakland Methodist Church,0
4359555,Johnston School,US,S,SCH,39.69342,-78.96197,,Johnston School,0
"4357850,Herring Bay View,US,S,"""",38.75928,-76.55996,,Herring Bay View,0"
4364854,Paris Estates,US,P,PPL,38.70484,-76.58051,,Paris Estates,0
4356960,Greenwood Manor,US,P,PPL,39.44038,-76.49191,,Greenwood Manor,0
4356999,Grose Close,US,P,PPL,39.51316,-76.3494,,Grose Close,0
4361211,Longdraft,US,P,PPL,39.13816,-77.24415,,Longdraft,0
4356962,Greenwood Manor,US,P,PPL,38.43428,-75.56826,,Greenwood Manor,0
4359252,Ivory Mill,US,P,PPL,39.67427,-76.53636,,Ivory Mill,0
4359502,John Wesley Church,US,S,CH,38.28984,-75.81354,,John Wesley Church,0
4362049,McDonogh,US,P,PPL,39.39122,-76.76442,,McDonogh,0
4362160,Meadows Industrial Park,US,L,INDS,39.31538,-76.74219,,Meadows Industrial Park,0
4355991,General John Strickler Middle School,US,S,SCH,39.27455,-76.49024,,General John Strickler Middle School,0
4359476,John Carroll Elementary School,US,S,SCH,38.90901,-76.87717,,John Carroll Elementary School,0
4360512,Legion Avenue Station Annapolis Post Office,US,S,PO,38.97622,-76.52024,,Legion Avenue Station Annapolis Post Office,0
4365319,Pheasant Run,US,P,PPL,39.05678,-76.83442,,Pheasant Run,0
4364929,Parkertown,US,P,PPL,38.38706,-75.18602,,Parkertown,0
4355912,Gapview Farm,US,S,FRM,39.32732,-77.53999,,Gapview Farm,0
4359780,Kent County,US,A,ADM2,39.2356,-76.09582,,Kent County,20197
4362550,Millington Park,US,L,PRK,39.26261,-75.83827,,Millington Park,0
4356574,Grace United Methodist Church,US,S,CH,39.14372,-77.20081,,Grace United Methodist Church,0
4364563,Opequon Junction Campground,US,S,CMP,39.51899,-77.86361,,Opequon Junction Campground,0
4362015,McAlpine,US,P,PPL,39.26038,-76.83109,,McAlpine,0
4356968,Makoutz Airport,US,S,AIRP,39.63599,-77.12305,,Makoutz Airport,0
4358780,Huntley Estates,US,P,PPL,38.44457,-76.92386,,Huntley Estates,0
4361697,Margaret Brent School,US,S,SCH,38.96428,-76.8822,,Margaret Brent School,0
4359195,Irongate,US,P,PPL,39.43066,-76.97192,,Irongate,0
4361606,Mantua,US,P,PPL,39.50511,-76.74414,,Mantua,0
4362076,McKendree Cemetery,US,S,CMTY,38.68678,-76.91219,,McKendree Cemetery,0
4364037,Northeast Elementary School,US,S,SCH,39.66592,-78.77057,,Northeast Elementary School,0
4362981,Mount Hermon,US,P,PPL,38.35401,-75.52937,,Mount Hermon,0
4358955,Indian Town,US,P,PPL,39.119,-76.09495,,Indian Town,0
4358696,Hunt Crest,US,P,PPL,39.61094,-76.51191,,Hunt Crest,0
4355707,Friendship Church,US,S,CH,39.52538,-76.42774,,Friendship Church,0
4365247,Perry Point Post Office,US,S,PO,39.55345,-76.07051,,Perry Point Post Office,0
4361328,Lower Thorofare,US,H,CHN,38.12679,-75.94688,,Lower Thorofare,0
4359044,Interchange 21,US,R,RDJCT,39.39011,-76.7222,,Interchange 21,0
4356405,Goodacre Knolls,US,P,PPL,38.99844,-77.00692,,Goodacre Knolls,0
4362825,Morganec Village,US,P,PPLX,39.22594,-76.06217,,Morganec Village,0
4357378,Harbor View Park,US,L,PRK,39.28594,-76.52246,,Harbor View Park,0
4363791,Norbeck Baptist Church,US,S,CH,39.11455,-77.09303,,Norbeck Baptist Church,0
4359813,Kentmore Park,US,P,PPL,39.3665,-75.96744,,Kentmore Park,0
4362032,McCormick Elementary School,US,S,SCH,39.34093,-76.52254,,McCormick Elementary School,0
4357885,Hi-Point,US,P,PPL,39.70592,-79.21059,,Hi-Point,0
4360298,Lane Creek,US,H,STM,38.19596,-76.55885,,Lane Creek,0
4364665,Our Lady of Pompeis Roman Catholic Church,US,S,CH,39.28983,-76.56719,,Our Lady of Pompeis Roman Catholic Church,0
4361922,Masonville (historical),US,P,PPLQ,39.24039,-76.59441,,Masonville (historical),0
4362030,McComas Institute,US,S,SCH,39.46733,-76.35802,,McComas Institute,0
4356915,Greenmount Cemetery,US,S,CMTY,39.62955,-76.85942,,Greenmount Cemetery,0
4363372,Muirkirk Park,US,L,PRK,39.05344,-76.84442,,Muirkirk Park,0
4364520,Oliver Beach Elementary School,US,S,SCH,39.37009,-76.3541,,Oliver Beach Elementary School,0
4363667,New Mexico,US,P,PPL,39.60344,-76.94887,,New Mexico,0
4365502,Pinewood Elementary School,US,S,SCH,39.44454,-76.63861,,Pinewood Elementary School,0
4365199,Pentecostal Church of God,US,S,CH,39.25761,-76.5283,,Pentecostal Church of God,0
4357223,Hambrooke Point,US,T,CAPE,38.5929,-76.08689,,Hambrooke Point,0
4363498,Narrow Branch Swamp,US,H,SWMP,38.35123,-75.26352,,Narrow Branch Swamp,0
4358891,Immanuel of Brooklyn United Methodist Church,US,S,CH,39.23789,-76.60274,,Immanuel of Brooklyn United Methodist Church,0
4361269,Lothian Estates,US,P,PPL,38.82373,-76.65052,,Lothian Estates,0
4362199,Mellwood Hills Community Park,US,L,PRK,38.78706,-76.82525,,Mellwood Hills Community Park,0
4362258,Merryman Park,US,L,PRK,39.56816,-76.6108,,Merryman Park,0
4365253,Perryhawkin Church,US,S,CH,38.16651,-75.57798,,Perryhawkin Church,0
4365274,Perryville Town Hall,US,S,BLDG,39.55984,-76.07217,,Perryville Town Hall,0
4358670,Hughes United Methodist Church,US,S,CH,39.03066,-77.04831,,Hughes United Methodist Church,0
4364010,North Roblee Acres,US,P,PPL,38.82095,-76.81164,,North Roblee Acres,0
4357363,Harbor Acres,US,P,PPL,38.06123,-75.53298,,Harbor Acres,0
4362980,Mount Hebron Presbyterian Church,US,S,CH,39.30538,-76.83081,,Mount Hebron Presbyterian Church,0
4355581,Frazers Lake Dam,US,S,DAM,39.43678,-75.88466,,Frazers Lake Dam,0
4360088,Korean Baptist Church,US,S,CH,39.06816,-77.01553,,Korean Baptist Church,0
4363240,Mount Zion Church,US,S,CH,39.32817,-76.05022,,Mount Zion Church,0
4363988,North Point Village Shopping Center,US,S,MALL,39.26816,-76.46996,,North Point Village Shopping Center,0
4363071,Mount Pleasant,US,P,PPL,38.78762,-76.25356,,Mount Pleasant,0
4363752,Newtown Estates,US,P,PPL,38.5004,-76.93719,,Newtown Estates,0
4362775,Moon Creek,US,H,STM,38.0679,-75.80465,,Moon Creek,0
"4363310,Mountaindale Station,US,S,"""",39.51816,-77.42582,,Mountaindale Station,0"
4363224,Mount Zion Cemetery,US,S,CMTY,39.09733,-76.07328,,Mount Zion Cemetery,0
4364468,Old Saint Josephs Cemetery,US,S,CMTY,38.37485,-76.69302,,Old Saint Josephs Cemetery,0
4361809,Martins Pond,US,H,BAY,39.00983,-76.51857,,Martins Pond,0
4363288,Mountain Point,US,T,CAPE,39.06011,-76.43246,,Mountain Point,0
4357933,Hidden Harbor,US,P,PPL,38.44845,-75.12185,,Hidden Harbor,0
4361433,MacDonald Knolls School,US,S,SCH,39.03094,-77.02637,,MacDonald Knolls School,0
4361827,Marydell,US,P,PPL,39.29288,-76.83247,,Marydell,0
4362530,Millers,US,P,PPL,39.67121,-76.85109,,Millers,0
4359505,John Wesley School,US,S,SCH,38.75372,-75.75882,,John Wesley School,0
4364928,Parks Run,US,H,STM,39.48399,-76.64747,,Parks Run,0
4359540,Johnson Dam,US,S,DAM,38.37512,-75.59965,,Johnson Dam,0
4360296,Lane Church,US,S,CH,38.48123,-76.3155,,Lane Church,0
4357030,Grove School (historical),US,S,SCH,39.67511,-75.9555,,Grove School (historical),0
4355992,General Sam Smith Park,US,L,PRK,39.28594,-76.61274,,General Sam Smith Park,0
4356704,Great Cove Point,US,T,CAPE,38.17318,-76.02244,,Great Cove Point,0
4357459,Harmans Woods,US,P,PPL,39.14455,-76.70664,,Harmans Woods,0
4356883,Greencroft,US,P,PPL,39.51316,-76.68608,,Greencroft,0
4355872,Galesville Estates,US,P,PPL,38.84373,-76.55107,,Galesville Estates,0
4364965,Parole Elementary School,US,S,SCH,38.97845,-76.52663,,Parole Elementary School,0
4362797,Moorings on the Magothy,US,P,PPL,39.07094,-76.50135,,Moorings on the Magothy,0
4356340,Goat Island,US,T,ISL,38.75151,-76.34273,,Goat Island,0
4357212,Halls Point,US,T,CAPE,38.41624,-77.10775,,Halls Point,0
4364498,Olde Oak Farm,US,S,FRM,38.41512,-76.85608,,Olde Oak Farm,0
4362118,Meadow Hall Elementary School,US,S,SCH,39.08431,-77.11635,,Meadow Hall Elementary School,0
4361405,Lynn-Roulston Academy,US,S,SCH,39.28566,-76.71358,,Lynn-Roulston Academy,0
4356709,Great Egging Island,US,T,ISL,38.20289,-75.17713,,Great Egging Island,0
4357556,Hartland Village,US,P,PPL,39.30316,-76.44774,,Hartland Village,0
4361582,Manor Glen,US,P,PPL,39.52788,-76.54219,,Manor Glen,0
4363242,Mount Zion Church,US,S,CH,38.14485,-76.38884,,Mount Zion Church,0
4364554,Omar Acres,US,P,PPL,39.53732,-77.02082,,Omar Acres,0
4357831,Heritage Woods,US,P,PPL,39.15844,-76.81719,,Heritage Woods,0
4355947,Garrett Hill,US,T,MT,39.46148,-79.31198,,Garrett Hill,0
4363885,North Deale,US,P,PPL,38.78651,-76.55024,,North Deale,0
4356656,Gravel Run,US,H,STM,39.05011,-76.06383,,Gravel Run,0
4357527,Harrison Ferry Bridge,US,S,BDG,38.63067,-75.8191,,Harrison Ferry Bridge,0
4365184,Penn Station,US,S,BLDG,39.30761,-76.6158,,Penn Station,0
4356527,Grace Cemetery,US,S,CMTY,38.66317,-76.80441,,Grace Cemetery,0
4356949,Greenwood,US,P,PPL,39.43538,-76.48663,,Greenwood,0
4362635,Molls Cove,US,H,BAY,38.15624,-76.42467,,Molls Cove,0
4357540,Harry James Creek,US,H,BAY,38.09374,-76.378,,Harry James Creek,0
4355596,Frederick County Jail,US,S,BLDG,39.41149,-77.41804,,Frederick County Jail,0
"4358679,Hughletts Landing,US,S,"""",38.61067,-75.98772,,Hughletts Landing,0"
4356732,Great Point,US,T,CAPE,37.95707,-75.89049,,Great Point,0
4364888,Park Police Police Station,US,S,BLDG,38.96678,-77.1372,,Park Police Police Station,0
"4355883,Gallant Green,US,S,"""",38.59401,-76.79275,,Gallant Green,0"
4361329,Lower Wroten Point,US,T,CAPE,38.31734,-76.19355,,Lower Wroten Point,0
4365312,Pfister Mobile Home Park,US,P,PPL,39.11594,-76.82831,,Pfister Mobile Home Park,0
4362964,Mount Gilead Cemetery,US,S,CMTY,39.51594,-76.83887,,Mount Gilead Cemetery,0
4358848,Idlewild,US,P,PPLX,38.764,-76.06272,,Idlewild,0
4358931,Indian Lick,US,H,STM,39.64453,-78.55335,,Indian Lick,0
4358283,Hollow Marsh Point,US,T,CAPE,39.1665,-76.04467,,Hollow Marsh Point,0
4356730,Great Oak Manor,US,P,PPL,39.27205,-76.17162,,Great Oak Manor,0
4363207,Mount Zion United Methodist Church,US,S,CH,38.07437,-75.56404,,Mount Zion United Methodist Church,0
4362180,Medfield Heights Park,US,L,PRK,39.34011,-76.64414,,Medfield Heights Park,0
4355771,Frostburg Shopping Village Shopping Center,US,S,MALL,39.65814,-78.92836,,Frostburg Shopping Village Shopping Center,0
4365125,Peachblossom,US,P,PPL,38.73706,-76.08577,,Peachblossom,0
4358368,Holy Cross Cemetery,US,S,CMTY,38.93261,-75.8191,,Holy Cross Cemetery,0
4363371,Muirkirk,US,P,PPL,39.06178,-76.88525,,Muirkirk,0
4360688,Linden Hills,US,P,PPLX,39.41538,-77.44249,,Linden Hills,0
4359810,Kentland Park,US,L,PRK,38.9215,-76.88136,,Kentland Park,0
4358586,House Island,US,T,ISL,37.91124,-75.89271,,House Island,0
4361181,Long Point,US,T,CAPE,38.85678,-76.33995,,Long Point,0
4364524,Oliver Point,US,T,CAPE,39.37372,-76.33801,,Oliver Point,0
4358222,Holbrook Estates,US,P,PPL,38.62818,-76.55635,,Holbrook Estates,0
4357783,Henrys Crossroads,US,P,PPL,38.42123,-75.86771,,Henrys Crossroads,0
4364314,Ocean City Baptist Church,US,S,CH,38.33178,-75.08657,,Ocean City Baptist Church,0
4365244,Perry Island,US,T,ISL,38.97233,-77.21859,,Perry Island,0
4359818,Kenwood,US,P,PPL,39.34066,-76.50552,,Kenwood,0
4360114,La Vale Post Office,US,S,PO,39.66037,-78.80558,,La Vale Post Office,0
4360105,La Plata High School,US,S,SCH,38.54626,-76.95028,,La Plata High School,0
4363329,Mountain Cemetery,US,S,CMTY,39.46761,-76.3719,,Mountain Cemetery,0
4365016,Patapsco Park Estates,US,P,PPL,39.30011,-76.82914,,Patapsco Park Estates,0
4357008,Grosstown,US,P,PPL,38.50651,-76.87164,,Grosstown,0
4360106,La Plata North Industrial Park,US,L,INDS,38.55262,-76.98914,,La Plata North Industrial Park,0
4360178,Lake Louise,US,H,RSV,39.68634,-79.22993,,Lake Louise,0
4358754,Hunting Creek Alternative School,US,S,SCH,38.61845,-76.61302,,Hunting Creek Alternative School,0
4359493,John Wesley Cemetery,US,S,CMTY,38.2479,-75.77687,,John Wesley Cemetery,0
4363067,Mount Pisgah Methodist Church,US,S,CH,39.22316,-76.81025,,Mount Pisgah Methodist Church,0
4356689,Grays Island Marsh,US,H,SWMP,38.33012,-75.94882,,Grays Island Marsh,0
4359860,Keysville Union Church (historical),US,S,CH,39.63371,-77.25887,,Keysville Union Church (historical),0
4356824,Green Spring Run,US,H,STM,39.60704,-77.96917,,Green Spring Run,0
4360135,Lake,US,P,PPL,39.3915,-76.6408,,Lake,0
4357208,Halls Hacienda,US,P,PPL,38.46401,-76.5244,,Halls Hacienda,0
4355724,Friendship Park,US,P,PPL,39.61315,-77.76888,,Friendship Park,0
4357050,Guilford Reservoir,US,H,RSV,39.34844,-76.61636,,Guilford Reservoir,0
4357083,Gunlow Point,US,T,CAPE,38.02568,-76.00299,,Gunlow Point,0
4358090,Hillcrest Orchard,US,P,PPLX,39.41232,-77.45804,,Hillcrest Orchard,0
4364988,Parsonville,US,P,PPL,37.99235,-75.78438,,Parsonville,0
4358195,Hog Island,US,P,PPL,38.23818,-76.06272,,Hog Island,0
4360389,Laurel Hill,US,T,MT,39.52538,-77.30276,,Laurel Hill,0
4358168,Hilltop,US,P,PPL,39.38372,-76.93248,,Hilltop,0
4364319,Ocean City Inlet,US,H,BAY,38.32456,-75.09046,,Ocean City Inlet,0
4356737,Great Shoals,US,T,BAR,38.21957,-75.88077,,Great Shoals,0
4358264,Holland Creek,US,H,BAY,38.25734,-75.17574,,Holland Creek,0
4360121,Lackey High School,US,S,SCH,38.57956,-77.12803,,Lackey High School,0
4359152,Interchange 73,US,R,RDJCT,39.34233,-77.07137,,Interchange 73,0
4357357,Hancock Elementary School,US,S,SCH,39.69843,-78.19695,,Hancock Elementary School,0
4365381,Pigg Point,US,T,CAPE,38.88678,-75.8391,,Pigg Point,0
4360130,Lafayette Square Branch Enoch Pratt Free Library,US,S,LIBR,39.299,-76.64414,,Lafayette Square Branch Enoch Pratt Free Library,0
4359719,Kemp Farm Pond Dam,US,S,DAM,39.71841,-79.42976,,Kemp Farm Pond Dam,0
4358709,Hunter Hill,US,P,PPL,39.68121,-77.68527,,Hunter Hill,0
4358882,Immanuel Church,US,S,CH,39.58095,-75.82605,,Immanuel Church,0
4365481,Pinehurst,US,P,PPL,39.11761,-76.43357,,Pinehurst,0
4360596,Lexington Run,US,P,PPLX,39.36816,-76.98026,,Lexington Run,0
4357498,Harman Cemetery,US,S,CMTY,39.17372,-76.71469,,Harman Cemetery,0
4360837,Little Marsh Creek,US,H,STM,38.68345,-75.96327,,Little Marsh Creek,0
4361173,Long Point,US,T,CAPE,39.38455,-76.41079,,Long Point,0
4360327,Lans Pond,US,H,LK,38.39679,-76.09605,,Lans Pond,0
4361615,Maple Grove Church,US,S,CH,39.70508,-79.15031,,Maple Grove Church,0
4360624,Lake Liberty,US,H,LK,39.08039,-76.59441,,Lake Liberty,0
4359878,Kilmarock,US,P,PPL,38.98844,-76.99831,,Kilmarock,0
4355643,Freedom Village,US,P,PPL,39.4001,-76.94359,,Freedom Village,0
4357974,High Point,US,T,CAPE,39.49345,-76.13245,,High Point,0
4357004,Grossnickle,US,P,PPL,39.5301,-77.23304,,Grossnickle,0
4355621,Frederick Shoppers World Shopping Center,US,S,MALL,39.41955,-77.44832,,Frederick Shoppers World Shopping Center,0
4357976,High Point,US,P,PPL,38.964,-77.11831,,High Point,0
4357621,Havre de Grace Decoy Museum,US,S,MUS,39.54039,-76.08717,,Havre de Grace Decoy Museum,0
4359254,Israel Park,US,L,PRK,39.09427,-77.14498,,Israel Park,0
4362977,Mount Hebron Cemetery,US,S,CMTY,39.4826,-77.68971,,Mount Hebron Cemetery,0
4356148,Glade Manor,US,P,PPLX,39.49066,-77.33859,,Glade Manor,0
4364608,Oregon Pool,US,H,LK,39.49285,-76.68807,,Oregon Pool,0
4360309,Langford Marsh,US,H,SWMP,37.97957,-75.76299,,Langford Marsh,0
4361452,Maddox,US,P,PPL,38.33263,-76.81163,,Maddox,0
4357794,Herald Harbor,US,P,PPL,39.05372,-76.56913,,Herald Harbor,2603
"4361450,Lyons Creek Fischers,US,S,"""",38.76512,-76.65941,,Lyons Creek Fischers,0"
4362786,Moores Chapel (historical),US,S,CH,38.88567,-75.8341,,Moores Chapel (historical),0
4356945,Greenview Knolls,US,P,PPL,38.28013,-76.49079,,Greenview Knolls,0
4360889,Little Snaggy Mountain,US,T,MT,39.48981,-79.28393,,Little Snaggy Mountain,0
4364429,Old House Point,US,T,CAPE,38.30346,-76.05049,,Old House Point,0
4363715,Newell Hall,US,S,BLDG,39.394,-76.6058,,Newell Hall,0
